prior_regime	observed_depth	posterior_del_state_00	posterior_haploid_neutral_01	posterior_dup_state_11	posterior_null
default_ref_biased	0.0	0.9994507589378203	2.083184075209773e-05	0.0004880624584679779	1.950578960076834e-05
default_ref_biased	0.01	0.0	0.038962842937063515	0.8887856121229554	0.034525456886901104
default_ref_biased	0.02	0.0	0.04000707579896149	0.8889157460064963	0.033567514732570455
default_ref_biased	0.03	0.0	0.041060473403182474	0.8890044725791809	0.03263928136957185
default_ref_biased	0.04	0.0	0.04212237515110481	0.8890533851755585	0.031739817023681
default_ref_biased	0.05	0.0	0.04319209670527041	0.8890640724788825	0.030868210931046414
default_ref_biased	0.06	0.0	0.044268930711639	0.8890381185272787	0.03002358055097074
default_ref_biased	0.07	0.0	0.04535214757927104	0.8889771026580627	0.029205070788727982
default_ref_biased	0.08	0.0	0.04644099631573386	0.8888825993905953	0.028411853229473802
default_ref_biased	0.09	0.0	0.047534705416331494	0.8887561782483958	0.027643125384166068
default_ref_biased	0.1	0.0	0.0486324838050751	0.8885994035215546	0.026898109948284624
default_ref_biased	0.11	0.0	0.049733521825137544	0.8884138339707747	0.026176054074020374
default_ref_biased	0.12	0.0	0.0508369922763743	0.8882010224746453	0.02547622865649581
default_ref_biased	0.13	0.0	0.05194205149734361	0.8879625156220086	0.024797927634479792
default_ref_biased	0.14	0.0	0.05304784048912345	0.8876998532514989	0.0241404673059686
default_ref_biased	0.15	0.0	0.05415348607810174	0.887414567940558	0.02350318565892328
default_ref_biased	0.16	0.0	0.0552581021148081	0.8871081844464008	0.022885441717377625
default_ref_biased	0.17	0.0	0.056360790705763913	0.886782219101587	0.02228661490306432
default_ref_biased	0.18	0.0	0.057460643475249894	0.8864381791669801	0.021706104412644235
default_ref_biased	0.19	0.0	0.05855674285382856	0.8860775621450232	0.021143328610569754
default_ref_biased	0.2	0.0	0.059648163390411804	0.885701855056336	0.02059772443756266
default_ref_biased	0.21	0.0	0.06073397308463321	0.8853125336827414	0.02006874683464339
default_ref_biased	0.22	0.0	0.06181323473626721	0.8849110617798817	0.019555868182608734
default_ref_biased	0.23	0.0	0.06288500730843653	0.884498890262631	0.019058577756820246
default_ref_biased	0.24	0.0	0.06394834730136026	0.8840774563665368	0.018576381197134985
default_ref_biased	0.25	0.0	0.065002310133423	0.8836481827885287	0.018108799992783146
default_ref_biased	0.26	0.0	0.06604595152638348	0.8832124768101306	0.017655370981973964
default_ref_biased	0.27	0.0	0.06707832889159368	0.882771729406376	0.017215645865990857
default_ref_biased	0.28	0.0	0.06809850271416196	0.8823273143436027	0.016789190737519905
default_ref_biased	0.29	0.0	0.06910553793207046	0.8818805872692385	0.016375585622941186
default_ref_biased	0.3	0.0	0.07009850530733765	0.8814328847966303	0.015974424038300326
uniform_pair_priors	0.0	0.9999464114696854	2.084217178093517e-05	9.76609001601628e-06	2.1289596008511646e-06
uniform_pair_priors	0.01	0.0	0.3966448518580524	0.18095816982529825	0.038342389918957234
uniform_pair_priors	0.02	0.0	0.40428761985389156	0.17965703517523351	0.037005082993099285
uniform_pair_priors	0.03	0.0	0.41185271208284147	0.17834129650201921	0.03571470991666533
uniform_pair_priors	0.04	0.0	0.4193351039523822	0.17701342450630161	0.03447000513486849
uniform_pair_priors	0.05	0.0	0.4267300552454243	0.17567582484104843	0.03326970616655478
uniform_pair_priors	0.06	0.0	0.4340331113839602	0.1743308340727034	0.0321125560324378
uniform_pair_priors	0.07	0.0	0.44124010320697526	0.17298071622291486	0.03099730555859037
uniform_pair_priors	0.08	0.0	0.4483471453603917	0.17162765987528136	0.02992271554812525
uniform_pair_priors	0.09	0.0	0.45535063340167475	0.17027377582780506	0.02888755881559401
uniform_pair_priors	0.1	0.0	0.4622472397249986	0.1689210952685309	0.0278906220801629
uniform_pair_priors	0.11	0.0	0.46903390841466713	0.16757156844917218	0.02693070771507286
uniform_pair_priors	0.12	0.0	0.4757078491349401	0.16622706382935634	0.02600663535224442
uniform_pair_priors	0.13	0.0	0.4822665301636353	0.16488936766246118	0.02511724334213857
uniform_pair_priors	0.14	0.0	0.4887076706750262	0.16356018399280597	0.02426139007012416
uniform_pair_priors	0.15	0.0	0.4950292323747419	0.1622411350331951	0.02343795513162751
uniform_pair_priors	0.16	0.0	0.5012294105857632	0.16093376189144215	0.022645840369248306
uniform_pair_priors	0.17	0.0	0.5073066248803052	0.15963952561449293	0.021883970775818898
uniform_pair_priors	0.18	0.0	0.5132595093475392	0.1583598085190751	0.021151295268061903
uniform_pair_priors	0.19	0.0	0.5190869025818353	0.1570959157784002	0.020446787336069715
uniform_pair_priors	0.2	0.0	0.5247878374706142	0.1558490772352739	0.01976944557429126
uniform_pair_priors	0.21	0.0	0.5303615308551206	0.15462044941301756	0.019118294100074668
uniform_pair_priors	0.22	0.0	0.535807373131515	0.15341111769680896	0.01849238286608367
uniform_pair_priors	0.23	0.0	0.5411249178537457	0.15222209865939987	0.01789078787308974
uniform_pair_priors	0.24	0.0	0.5463138713937832	0.15105434250661154	0.01731261128974712
uniform_pair_priors	0.25	0.0	0.5513740827090157	0.1499087356195342	0.01675698148599331
uniform_pair_priors	0.26	0.0	0.5563055332609851	0.14878610317192276	0.016223052986689166
uniform_pair_priors	0.27	0.0	0.5611083271242473	0.14768721180287658	0.01571000635203011
uniform_pair_priors	0.28	0.0	0.565782681318967	0.14661277232648184	0.015217047991128671
uniform_pair_priors	0.29	0.0	0.5703289163959807	0.14556344246167913	0.014743409914997264
uniform_pair_priors	0.3	0.0	0.574747447298458	0.144539829567165	0.014288349434954127
